category,local_label,ccdef_label,loinc_code,loinc_shortname
clinical,LCFAT,,TR10185-7,
clinical,LEADS,,TR10269-9,
clinical,LEGCA,,TR11731-7,
clinical,LEVET,,TR12055-0,
clinical,LIPASB,,TR10273-1,
clinical,LIPID,,TR10274-9,
clinical,LKMAB,,TR10647-6,
clinical,LPA,,TR10275-6,
clinical,MAGAB,,TR10649-2,
clinical,MAL,,TR10509-8,
clinical,MANG,,TR10284-8,
clinical,MCKMB,,TR10148-5,
clinical,MENPCR,,TR12098-0,
clinical,MERC,,TR10290-5,
clinical,METHMA,,TR10305-1,
clinical,MONOT,,TR10836-5,
clinical,MPA,,TR10311-9,
clinical,MPD,,TR10712-8,
clinical,MRSAS,,TR10710-2,
clinical,MUSKAB,,TR10673-2,
clinical,MVBGAS,,TR11390-2,
clinical,MYD,,TR11738-2,
clinical,MYGLOB,,TR10312-7,
clinical,NMDA,,TR12411-5,
clinical,NMDA,,XON13182-1 ,
clinical,NMDACF,,TR12411-5,
clinical,NMOIGG,,TR12166-5,
clinical,NOROV,,TR12603-7,
clinical,NTMX1,,TR11666-5,
clinical,OBT,,TR10322-6,
clinical,OCBCSF,,TR10377-0,
clinical,OP,,TR10717-7,
clinical,PAMINO,,TR10029-7,
clinical,PANAB,,TR10656-7,
clinical,PARAS,,TR11721-8,
clinical,PARNAB,,TR11677-2,
clinical,PAROTF,,TR10935-5,
clinical,PART,,TR11771-3,
clinical,PCRRT,,TR12087-3,
clinical,PFICA,,TR10086-7,
clinical,PGEOND,,TR10940-5,
clinical,PGEONF,,TR11159-1,
clinical,PHYTAN,,TR10350-7,
clinical,PINV,,TR11807-5,
clinical,PKA,,TR10382-0,
clinical,PLHB,,TR10505-6,
clinical,PLTAG,,TR10576-7,
clinical,PN,,TR10874-6,
clinical,PROINS,,TR10367-1,
clinical,PRVKNS,,TR10382-0,
clinical,PT,,TR10540-3,
clinical,PTHRP,,TR11699-6,
clinical,RBCFOL,,TR10192-3,
clinical,RECIRC,,TR11571-7,
clinical,REN,,TR10386-1,
clinical,RESPC,,TR11982-6,
clinical,RET,,TR10512-2,
clinical,RETICP,,TR10512-2,
clinical,ROCT,,TR11801-8,
clinical,ROHT,,TR11439-7,
clinical,ROKT,,TR11797-8,
clinical,RSV,,TR11772-1,
clinical,SALCOR,,TR11403-3,
clinical,SBPCC,,TR10476-0,
clinical,SCSF,,TR11778-8,
clinical,SEL,,TR10392-9,
clinical,SKINAB,,TR11625-1,
clinical,SOPLAB,,TR10577-5,
clinical,SPE,,TR10378-8,
clinical,SSC,,TR11935-4,
clinical,STREPT,,TR12167-3,
clinical,STROKB,,TR11801-8,
clinical,T3REV,,TR10442-2,
clinical,T3T,,TR10439-8,
clinical,TBG,,TR10423-2,
clinical,TBII,,TR10423-2,
clinical,THGLOB,,TR10420-8,
clinical,THLERC,,TR10414-1,
clinical,TOPIR,,TR10433-1,
clinical,TPMT,,TR12054-3,
clinical,TROPHS,,TR12690-4,
clinical,TRXOTH,,TR11710-1,
clinical,TRXRC,,TR11710-1,
clinical,TRYPSE,,TR10681-5,
clinical,TSAT,,TR11706-9,
clinical,TTGIGA,,TR12039-4,
clinical,TYPSC,,TR11843-0,
clinical,U5HIAA,,TR10078-4,
clinical,UALDOS,,TR10015-6,
clinical,UALUM,,TR10024-8,
clinical,UAMINO,,TR10029-7,
clinical,UCA,,TR10085-9,
clinical,UCATS,,TR10108-9,
clinical,UCIT,,TR10131-1,
clinical,UCOP,,TR10141-0,
clinical,UCOR,,TR11403-3,
clinical,UDOPA,,TR10167-5,
clinical,UDS,,TR12185-5,
clinical,UDSHSC,,TR12185-5,
clinical,UDSN,,TR12185-5,
clinical,UEL,,TR11663-2,
clinical,UMALB,,TR11430-6,
clinical,UMETS,,TR10292-1,
clinical,UMG,,TR10283-0,
clinical,UMIC,,TR10454-7,
clinical,UMU,,TR11612-9,
clinical,UPBGT,,TR10356-4,
clinical,UPEL,,TR11807-5,
clinical,UPHOS,,TR10348-1,
clinical,UPR,,TR10374-7,
clinical,UPREG,,TR10127-9,
clinical,URACR,,TR11937-0,
clinical,URALUM,,TR10024-8,
clinical,URCOP,,TR10141-0,
clinical,URDSO,,TR12185-5,
clinical,UREA1,,TR10451-3,
clinical,UREA2,,TR10451-3,
clinical,UREL,,TR11663-2,
clinical,URHVA,,TR10234-3,
clinical,URINE,,TR11798-6,
clinical,URMYOG,,TR10312-7,
clinical,URORG,,TR10326-7,
clinical,UROXAL,,TR10331-7,
clinical,URPEL,,TR11807-5,
clinical,URPOR,,TR10357-2,
clinical,URVMA,,TR10463-8,
clinical,UUREA,,TR10451-3,
clinical,UURIC,,TR10450-5,
clinical,UVMA,,TR10463-8,
clinical,VAGS,,TR10686-4,
clinical,VBG,,TR11390-2,
clinical,VBGAS,,TR11390-2,
clinical,VD125,,TR10084-2,
clinical,VD25OH,,TR10082-6,
clinical,VDET,,TR10726-8,
clinical,VID,,TR10726-8,
clinical,VITA,,TR10387-9,
clinical,VITB1,,TR10416-6,
clinical,VITB6,,TR10380-4,
clinical,VITC,,TR10050-3,
clinical,VITE,,TR10431-5,
clinical,VOLAT,,TR10012-3,
clinical,VORIC,,TR12169-9,
clinical,VWS,,TR10593-2,
clinical,WNILE,,TR11787-9,
clinical,XM,,TR11843-0,
clinical,ZINC,,TR10468-7,
